missing_files
39.9799396_-77.2433416
37.3887639_-122.12260339999999
39.617656_-83.18458969999999
36.7200043_-119.66930019999998
36.7109223_-119.56143309999999
33.789059_-118.13033329999999
37.0587174_-120.8101166
39.2427722_-121.0530356
33.7553765_-116.9982535
39.439632599999996_-104.7283881
33.9089141_-117.9463824
39.2277564_-121.0990722
37.7818227_-122.47108250000001
33.877919_-117.6129747
36.776348299999995_-119.75197689999999
34.1210832_-118.05100189999997
34.4633611_-118.4885772
38.7265783_-120.76484090000001
39.4021432_-79.3770199
41.999048599999995_-88.0610291
39.221229799999996_-121.0696194
39.4462264_-76.7253223
30.378714_-88.7075278
28.5196078_-81.4325252
28.345183300000002_-81.4930047
28.4673895_-81.5031226
29.857885300000003_-95.6783433
32.689974899999996_-117.07308370000001
33.4000985_-116.03962669999999
33.5140933_-117.1434984
33.1676567_-117.1854941
33.3479923_-115.97321319999999
36.102342_-119.57182829999999
34.5553202_-117.1560439
37.1174305_-120.2842633
36.2201787_-119.36644640000002
37.974780200000005_-122.35187359999999
36.783797299999996_-119.7975362
39.090791100000004_-120.95395059999998
37.0998796_-121.64399739999999
42.2735389_-71.0993175
36.798791699999995_-119.74915519999999
41.6995669_-88.2176119
39.949244_-83.132272
36.789327_-119.77920759999999
39.2214386_-121.05790180000001
36.7841941_-119.8578287
36.7819451_-119.77563920000001
37.2102662_-119.6790393
34.11556470000001_-116.33612129999999
47.388974999999995_-122.05010519999999
36.6301365_-119.31529669999999
40.534444799999996_-83.1488291
36.0166858_-115.05113000000001
39.4002786_-76.94957149999999
36.708535_-119.78828259999999
36.803674_-119.82824
37.3678378_-81.9558923
36.7979489_-119.77622259999998
33.7700423_-117.9730954
36.3365794_-119.6590985
33.6926956_-111.88120889999999
30.0677226_-95.4905843
31.713656300000004_-83.6521187
31.8076459_-81.4336168
33.637162_-117.8947851
33.1622577_-117.1923485
32.8528354_-115.57267019999998
33.6241209_-111.9489361
33.330843699999996_-115.9772314
33.2737662_-111.7742495
33.6296982_-112.13595149999999
33.0444422_-83.59584629999999
33.622001499999996_-111.7069592
32.7505471_-83.8389473
32.8595195_-97.3935612
33.8366557_-117.19169720000001
36.747973099999996_-119.7475224
36.7560365_-119.71244949999999
41.3587796_-96.0075528
33.8311175_-117.90690090000001
36.7643669_-119.81796419999999
37.3582847_-121.8523514
40.7035366_-73.4688441
37.5345222_-77.6423102
34.2695931_-118.41969490000001
39.9507589_-82.73454
36.801711499999996_-119.76186779999999
36.7691223_-119.7596502
39.3862036_-77.2723257
33.7917337_-117.77980310000001
37.2214299_-121.89450529999999
37.1196924_-120.238446
36.1884327_-119.31611739999998
37.617005999999996_-77.7231358
37.4012014_-120.8462095
39.592916300000006_-74.8750874
37.0725494_-79.5467046
42.0218619_-71.53475639999999
36.6375544_-119.66765099999999
33.7785176_-118.40836139999999
36.7084591_-119.74129769999998
36.7713361_-119.82868169999999
39.00901340000001_-77.298227
38.6844965_-121.0793889
38.366624_-78.7178145
36.7815557_-119.7955994
33.7039669_-117.7908122
28.183114999999997_-81.4193681
29.887290199999995_-95.5636016
28.3481857_-81.3581158
33.4578436_-112.4143704
33.1545395_-117.28844869999999
33.0144644_-96.7048488
33.3550934_-79.422872
32.6196027_-116.95732489999999
37.1166467_-82.81639489999999
40.801628799999996_-78.0504442
36.943988999999995_-119.89442609999999
36.8330038_-119.69646999999999
36.544995_-119.29168689999999
37.0031843_-79.8845285
39.243013999999995_-121.04059850000002
34.164182_-118.9975284
33.963333899999995_-117.23380900000001
34.0295966_-118.28648619999998
37.669349_-121.87158029999998
41.140098099999996_-96.2138952
36.956705899999996_-120.05276699999999
36.6630895_-119.7597101
36.8272206_-119.58563489999999
36.775251_-119.7435807
39.2466174_-121.0573371
37.3154975_-120.4802019
34.6874757_-118.0806184
33.7673676_-117.90821249999999
36.5433113_-119.29229899999999
36.7109472_-119.54957440000001
38.6052795_-89.64966249999999
36.5492327_-119.3740826
43.4644264_-88.8293041
37.0029368_-120.10379919999998
33.9073081_-83.7437308
39.9670529_-81.8861617
33.862628_-117.95815230000001
34.1824432_-118.56786489999999
36.7995358_-119.74554099999999
37.121699299999996_-120.2747376
36.8269143_-119.75955119999998
29.7487767_-95.3559475
29.61274_-90.741292
29.7651018_-95.2413977
27.842604599999998_-82.7320416
30.6691391_-84.27540990000001
28.2386369_-81.2926198
26.080043399999997_-80.2716296
28.486687999999997_-81.2751232
32.712181099999995_-97.47054059999999
33.6362708_-117.34786740000001
33.5870619_-117.6514059
32.8486532_-117.1847784
33.1633366_-117.32685219999999
36.0946588_-119.5631905
36.1345887_-120.34908290000001
36.6857609_-121.61111229999999
37.5015363_-78.0351343
36.7011672_-119.57255309999998
36.8054303_-120.0200591
36.7497963_-119.75254400000001
36.1301956_-120.33369340000002
36.7839533_-119.83390159999999
33.8468198_-118.0248002
36.8900217_-86.42001289999999
38.0839268_-122.57737209999999
36.795345499999996_-119.78381089999999
37.0170519_-120.07034189999999
36.966324_-119.8963446
36.79151_-119.81156929999999
34.1418913_-117.2076104
43.7707044_-75.4809211
41.364331299999996_-91.30587609999999
34.0200248_-118.3174068
36.1355279_-120.3480485
36.3437756_-119.32949959999999
36.774834299999995_-119.87004069999999
36.8039491_-119.80999600000001
34.45360240000001_-118.51852079999999
37.3816191_-122.09926360000001
36.3631424_-86.5090298
36.8066871_-120.01625639999999
34.2684174_-118.67905830000001
39.047025_-98.1448973
37.7003097_-121.41118120000002
36.0995811_-119.56955040000001
39.371077899999996_-82.14304949999999
36.776315499999995_-119.75055529999999
37.2751398_-119.7421374
39.164779599999996_-121.05830290000002
38.3691761_-98.766902
26.094489000000003_-80.209642
28.053987499999998_-82.4896337
32.7345147_-116.91220889999998
32.795851899999995_-117.2465858
32.7083813_-117.01726120000001
32.6952535_-83.95695189999999
37.7093202_-121.40104
41.152993099999996_-104.49703629999999
39.9234106_-122.05487710000001
40.527113_-75.0529857
39.236022999999996_-121.01690110000001
36.845031_-119.7624036
37.1258182_-120.26498760000001
36.7488479_-119.7370617
36.714939_-119.54930789999999
37.5313768_-122.02322059999999
33.9993863_-118.38887700000001
39.0904531_-120.95537900000001
37.3859043_-121.8142481
38.085114499999996_-122.2250121
33.7316347_-112.1288684
36.3319446_-119.2553485
36.8314789_-119.89096339999998
41.054891_-81.56459799999999
36.6642101_-119.70947070000001
36.820761399999995_-119.8120435
36.8298762_-119.7584402
34.1623527_-116.3805537
36.7844996_-119.83037589999999
38.835577099999995_-77.3936696
36.718385_-119.57235059999998
38.9254798_-121.25858869999999
36.8651943_-119.7044667
36.7098771_-119.55957609999999
37.200901300000005_-121.83929479999999
36.932576499999996_-120.04739550000001
33.816516799999995_-117.8450958
36.844280999999995_-119.6246136
41.4069504_-120.68898000000002
34.5704946_-117.9326921
29.741066800000002_-95.2408224
31.833139099999997_-106.55536599999999
28.0945704_-82.64696699999999
29.081316899999997_-82.1349036
28.976770399999996_-82.48086909999999
29.494722099999997_-98.6003066
32.7195271_-97.3360398
32.8099738_-117.00298719999999
33.062247_-117.2257963
33.4004033_-112.830344
32.7138972_-117.1358618
32.856625199999996_-116.6160996
32.4632139_-96.80317090000001
32.6332297_-97.5225877
33.3235019_-84.04585469999999
37.274865299999995_-121.8137002
37.3809806_-121.8486657
36.2101245_-119.33511499999997
37.5399464_-122.5070834
43.9410068_-84.04929899999999
36.3457621_-119.3129402
33.8926054_-117.2133085
37.9874647_-121.807448
37.9836597_-121.26953859999998
36.9348289_-119.90567800000001
38.807271199999995_-121.15382819999999
37.35435_-121.7981391
36.7831487_-119.82738529999999
37.6560467_-122.0214264
36.8344033_-119.6623462
38.66826_-121.3212344
36.8058593_-120.02091080000001
33.9675286_-118.3251808
37.2778419_-121.97269229999999
43.040715899999995_-71.52261659999999
39.0129358_-121.4229517
42.1873982_-71.7518762
40.0000937_-122.2803199
37.3262441_-121.98640189999999
36.7852645_-119.7780905
37.0189793_-120.0699757
34.2745333_-119.2249274
38.784928199999996_-121.26274480000001
28.487219600000003_-81.2787311
31.0336966_-97.7548187
29.985215600000004_-95.72488179999999
27.9199661_-82.4531701
33.2693916_-111.77570229999999
33.336510100000005_-115.99714299999998
33.317282999999996_-111.7134146
32.7471129_-94.95476440000002
32.8371235_-116.8015099
32.7564354_-117.1181953
33.268687799999995_-115.97108240000001
36.7154267_-119.74635429999998
36.782004_-119.75793329999999
39.09054940000001_-120.9536315
37.9596192_-76.5613183
33.994057399999996_-117.9770312
36.786180099999996_-119.75003529999998
38.9867031_-75.5015504
36.7605345_-120.3895829
36.356933_-119.2375437
36.2010722_-119.3653604
36.0476579_-95.6453006
38.5876619_-121.29726029999999
39.0392596_-121.0986635
38.3620194_-120.76881189999997
36.7636482_-119.82132490000001
37.255373399999996_-121.01495150000001
40.4064403_-84.6430016
40.383877999999996_-77.8479627
44.8634875_-89.586167
36.2999645_-119.8040734
33.7049541_-117.7247139
36.2955654_-119.2979474
36.3904481_-119.21511829999999
33.8897419_-117.96951930000002
40.647591299999995_-111.6595486
36.0490557_-119.0310821
38.8987439_-104.6725701
36.0894919_-118.8486331
37.0598202_-120.8127361
37.872259799999995_-76.40557
37.529628699999996_-121.98974699999998
29.475842_-95.051977
32.318086_-83.8237267
27.8172356_-82.780991
27.994176_-82.7555301
30.874302499999995_-83.26068649999999
33.290434999999995_-117.03453090000001
33.6143303_-117.2843028
32.8507156_-97.2194509
32.609691_-117.0352012
33.1631457_-117.32606530000001
32.7390645_-115.53808679999999
33.0918849_-111.50449599999999
33.295634400000004_-115.95608709999999
36.725755899999996_-119.76728109999999
36.0068906_-120.12555030000001
34.2239021_-118.82096729999999
36.7008501_-119.54707839999999
40.267823199999995_-81.6392092
35.999848199999995_-120.11817269999999
40.565017999999995_-124.13609419999999
38.8367028_-77.1482199
36.7979772_-119.83389980000001
33.687708799999996_-117.66067350000002
36.1336447_-120.33468210000001
36.937856800000006_-120.04763949999997
37.2113727_-119.6793207
36.7820281_-119.8557877
36.10688_-119.5706768
36.9309395_-120.0479155
34.6124013_-117.83471890000001
42.255255399999996_-123.15781349999999
36.761102_-119.72392579999999
39.2233211_-121.0557058
37.720630799999995_-121.4359605
34.068819100000006_-118.27684169999998
37.2465927_-121.8924274
36.4949063_-119.33862289999999
34.5568793_-118.0966602
39.164285299999996_-121.0582725
36.7112966_-119.68863619999998
36.979223999999995_-119.89291399999999
36.8304537_-119.7765893
28.1858637_-80.6627323
30.2366159_-81.7182971
29.618021600000002_-95.2722042
32.3277605_-106.73949259999999
30.2834677_-97.6851409
33.5379693_-117.71632089999999
33.4015161_-116.03866749999999
32.6650739_-97.11925319999999
32.654077799999996_-97.0545757
33.1625259_-117.1921818
33.5916255_-112.05165799999999
36.8648014_-119.714973
36.7703767_-119.7474372
40.6654731_-111.49207210000002
37.5495057_-121.93409329999999
34.1122453_-117.8006126
37.769832699999995_-121.97753379999999
36.726107999999996_-119.7148563
42.3048232_-122.88726379999999
36.787015_-119.6763481
37.8279061_-77.7369654
37.6826572_-122.05202129999999
36.2147483_-119.32651550000001
35.988135199999995_-115.216556
37.1126735_-120.2704107
33.899042699999995_-118.33949329999999
38.825322899999996_-121.1975439
38.2192373_-76.9694463
36.5256495_-119.28212060000001
39.9455561_-83.2757883
36.6506999_-119.57398049999999
40.718095999999996_-80.7149752
34.3245454_-118.4808399
37.6021427_-122.0574066
33.7980552_-84.6989895
33.7160974_-117.76533439999999
33.8839442_-118.37916399999999
36.3196295_-119.2649341
36.538866_-119.83353410000001
39.1100753_-121.04276429999999
33.8363258_-116.4633169
34.1374415_-117.2626825
34.0405741_-117.4682995
37.915434_-122.0603087
39.242121999999995_-121.0410219
38.8057551_-75.4212184
33.7681834_-117.84792979999999
27.998262699999998_-82.69438290000001
30.631467599999997_-97.5749811
31.3202758_-89.29187410000002
29.886772099999998_-95.563433
33.1868791_-84.1098547
33.0689583_-96.75276020000001
32.600313_-83.6733474
33.0122614_-117.0751459
33.5992266_-117.7005317
33.5548912_-116.9621243
33.1634852_-117.19007219999999
37.67833050000001_-121.27274659999999
41.557948599999996_-88.1954931
37.4166117_-77.7594921
37.3965635_-119.62222689999999
36.7896354_-119.7595124
36.9565541_-120.089033
43.962509499999996_-92.0569287
42.3929002_-90.6844024
36.7236299_-119.8078888
36.8294657_-119.84704300000001
33.9571147_-117.25678690000001
37.10703720000001_-120.27279209999999
37.9620932_-121.30268159999999
36.7978194_-119.75343350000001
39.035352499999995_-77.3216872
33.743499199999995_-116.86156880000001
37.6698446_-121.26686339999999
40.0304083_-82.1003353
37.2478233_-121.83259290000001
37.599915599999996_-122.0263308
37.1188009_-120.25485769999997
36.743867699999996_-119.74660779999998
36.7892704_-119.7642096
37.3055045_-120.48549260000001
40.3520736_-75.2561787
34.1628197_-118.3837678
40.671126699999995_-73.7021096
42.4989363_-85.3029146
33.7940677_-118.34036390000001
34.009975_-118.4591399
29.2454721_-82.25061769999999
29.7119005_-95.40657999999999
29.7002359_-95.5043532
31.4118834_-109.87810549999999
29.786466500000003_-95.8297705
28.3969037_-81.38076699999999
32.9792984_-96.7277713
32.8259268_-97.1296977
33.2536209_-96.77808639999999
32.6463235_-97.057721
32.7419349_-83.6957913
33.0832129_-116.45432469999999
33.6165033_-112.0361624
33.2925813_-112.0482833
33.0317923_-84.1107766
36.611038_-119.54969919999999
36.756700099999996_-119.71097209999998
37.722544600000006_-121.42688589999999
36.6472044_-120.2516409
36.3349288_-102.07721649999999
34.0765253_-117.8771855
36.0118139_-115.1158923
34.7002307_-111.97833810000002
33.865195500000006_-117.93157509999999
34.5747389_-117.44264539999999
33.828316_-118.26704559999997
39.4339661_-77.32722679999999
36.4169708_-119.1058903
39.0915992_-120.9539966
42.728111999999996_-84.5783842
40.2208099_-83.00241299999999
37.337804399999996_-80.6861278
41.606265199999996_-86.51984999999999
39.9657898_-77.5934231
36.7183888_-119.7321526
36.7244266_-119.72095659999998
36.7688519_-119.74166109999999
39.110803_-84.72598769999999
36.757034999999995_-119.7107106
37.3477854_-121.82168850000001
34.0772317_-82.9684181
38.027392_-122.54653449999998
36.7192763_-119.7347509
43.0571553_-75.91452939999999
36.5251738_-119.28213449999998
37.253231_-119.6896358
27.196648399999997_-82.5047845
28.3113204_-81.3859473
33.0922118_-81.8731474
32.6317342_-116.42546259999999
33.1941232_-96.6081779
32.988482499999996_-115.5194417
33.2713019_-115.97526870000002
33.2997413_-115.91848119999999
33.2438073_-111.7345483
33.1632865_-117.32704389999999
33.0639804_-83.5767573
32.8291003_-116.9233996
32.9416405_-117.2222832
33.401505799999995_-116.0399607
34.1145217_-116.3956925
37.974344099999996_-78.3334654
36.7592219_-119.73026019999999
37.3224047_-121.01269810000001
40.680561399999995_-80.58250629999999
33.7740193_-112.09838169999999
36.0629355_-115.20239520000001
37.266212599999996_-82.1053751
41.5936898_-70.931849
38.7389442_-120.67485389999999
41.3978263_-81.7860376
37.713933399999995_-76.9211713
36.794484499999996_-119.7665361
39.5213338_-78.8011958
36.835538899999996_-119.76209670000001
39.0904369_-120.95451
37.2126476_-119.67783910000001
36.70182_-119.56188859999999
36.802493399999996_-119.7233784
34.0374787_-118.3895269
39.1508452_-122.14520459999999
37.0022048_-120.0809992
39.241384599999996_-121.040141
37.379059399999996_-122.01733060000001
36.9368416_-119.9117069
35.829324299999996_-78.82484749999999
36.787658199999996_-119.84260920000001
38.7390326_-120.7850627
36.3087766_-119.32323690000001
47.862508999999996_-122.20009559999998
38.394699700000004_-89.995215
33.331888299999996_-115.98087770000001
32.8488517_-96.70209109999999
33.4949399_-117.6855142
33.6351084_-117.8236548
33.0889382_-117.2246397
32.7167779_-116.9935873
36.7797707_-119.7940579
38.733671199999996_-120.70620199999999
36.8037832_-120.0188318
38.7919736_-123.02459130000001
36.6984235_-119.56463529999999
36.3328104_-119.3274039
37.5881119_-77.1376106
36.7563536_-119.71502199999999
33.7192811_-112.21515029999999
39.2192302_-121.06916799999999
39.3943805_-79.38750859999999
36.3326883_-119.3284898
36.8245054_-119.77653900000001
37.3201945_-121.9363249
34.1575328_-118.69795929999998
41.351586999999995_-83.0953612
36.7979365_-119.77822010000001
33.9969696_-89.9179063
33.907407_-116.4823423
38.270002399999996_-77.59835939999999
38.34834_-120.7699384
37.926202599999996_-122.01192409999999
36.7747794_-119.7736532
37.587286899999995_-120.84760809999999
37.648623799999996_-121.86962009999999
37.0829765_-120.47820479999999
37.3720256_-121.8199316
33.9842504_-118.06738299999999
34.12661_-118.00813420000001
37.725456099999995_-121.43352449999999
38.270782_-121.28658279999999
36.7493114_-119.7718285
36.0465709_-119.02605669999998
43.132808399999995_-84.2267234
37.114900299999995_-113.3092133
40.2588613_-77.1410137
30.4646543_-90.14581419999999
28.3506389_-81.439123
28.1276557_-80.6704711
32.0545561_-81.0841526
28.460607399999997_-81.3858723
32.8597859_-83.78269279999999
33.470306799999996_-84.00044779999999
33.5769615_-117.184977
33.044198_-117.27498679999998
33.1675357_-117.18620279999999
33.0070513_-117.05804239999998
32.798830099999996_-117.011572
36.6127259_-119.60071420000001
37.0209651_-120.0863822
36.7839731_-119.78025319999999
36.819759399999995_-119.79695679999999
36.0928068_-119.5639188
36.8065948_-119.64820499999999
37.6788101_-121.27318620000001
36.8599089_-119.64750669999998
38.8725449_-121.1343941
36.796625299999995_-119.5608309
33.7611803_-90.7332734
36.1368188_-120.35170780000001
35.984848899999996_-115.2479637
37.271833199999996_-77.8675454
37.5287181_-121.98069179999999
36.789157599999996_-119.76215959999998
34.117939_-117.39800079999999
38.3476493_-120.77022279999998
37.077780499999996_-119.7011016
37.3716632_-120.5890852
34.6208974_-117.81516639999998
37.0193571_-77.4964572
36.3547959_-119.2928496
34.126708_-116.44041
33.9232296_-84.3154871
33.796051_-111.93287559999999
38.3032614_-120.70136319999999
36.817252499999995_-119.67191349999999
34.44321_-118.3941071
33.8471438_-117.77995700000001
36.1352038_-120.35152869999999
36.1985064_-118.80536980000001
41.976454499999996_-71.9912891
33.9666539_-117.24576599999999
45.3889966_-93.08049770000001
28.8277984_-81.5330633
32.1245091_-84.2835053
29.546557399999998_-98.6110303
32.058419199999996_-82.9092502
28.0426126_-97.50131879999999
32.399856_-96.80721589999999
27.91602_-82.31616050000001
30.393984300000003_-84.9718444
32.811336_-111.6263438
33.5920722_-117.190163
32.9871718_-115.5448858
33.5566135_-80.85812159999999
33.5740178_-117.1860439
32.579446499999996_-97.2578168
37.1048809_-120.27256709999999
41.2129937_-73.7188264
34.6992968_-118.16200870000002
34.034619899999996_-118.35986489999999
37.0400017_-120.0008749
33.8283371_-118.38435390000001
36.7545558_-119.71071520000001
34.2217993_-119.1967388
39.1662083_-121.05742330000001
36.1556925_-119.3338912
38.8263056_-121.25549139999998
36.799758499999996_-119.82277880000001
34.1862067_-116.4042677
34.1183427_-117.58661619999998
37.321339099999996_-92.91875449999999
36.7952819_-119.87609940000002
41.2932598_-72.7006332
37.3894271_-121.82903019999998
42.38085160000001_-84.6191724
34.0894908_-117.3851589
40.6434852_-89.47056339999999
39.091565599999996_-120.95490749999999
36.3423223_-119.31979039999999
39.0917479_-120.95276439999999
33.7845458_-118.3083028
40.948641800000004_-80.7440574
36.764300399999996_-119.8391275
32.3870717_-99.5575389
31.9253013_-106.43245259999999
28.0461635_-82.55291849999999
32.99847260000001_-96.77229880000002
32.7636253_-97.7525265
33.4922877_-117.7157593
32.9151504_-96.71073299999999
33.6023826_-86.60622269999999
32.728649499999996_-97.5124362
32.950750299999996_-117.1335621
33.4264923_-96.59743929999999
32.9744187_-117.13716249999997
36.7236785_-119.72029319999999
33.6857697_-117.77780910000001
36.6119863_-119.55057449999998
35.944401299999996_-115.144463
34.4624755_-118.5157323
47.3814378_-122.89298389999999
39.1154705_-121.6521641
37.873880899999996_-122.102391
39.2542039_-121.01493449999998
37.305064099999996_-120.4874127
40.2951555_-104.90931549999999
38.4367845_-121.8212564
40.6032064_-89.4396192
33.7572132_-117.9337245
39.2476877_-121.04254259999999
33.7879624_-111.92480359999999
40.300296599999996_-82.4579837
36.7495981_-119.68861679999999
36.8304993_-119.839742
37.060065099999996_-78.1944263
43.3395145_-88.4585718
34.0430469_-116.6020176
36.2214889_-82.6861095
36.5367366_-119.29906589999999
39.2111217_-121.06909019999999
34.0475102_-117.3917764
33.956838399999995_-117.97062609999999
33.7627467_-116.93592319999999
37.2521093_-119.5022185
36.7810718_-119.799085
36.8523536_-119.9518692
40.0845759_-74.4746157
